 16 objectives = 1 
 0	47	23	21	23	24	0	0	2	93	0	2	23	20	21	21
47	0	21	22	22	20	2	97	3	91	96	3	21	23	23	21
23	21	0	23	22	21	8	91	96	6	90	0	91	93	2	96
21	22	23	0	23	21	93	9	0	6	5	96	8	0	94	0
23	22	22	23	0	44	22	24	24	21	96	97	98	94	0	7
24	20	21	21	44	0	21	20	22	24	0	7	0	2	8	0
0	2	8	93	22	21	0	23	24	23	90	9	0	90	6	92
0	97	91	9	24	20	23	0	21	22	0	94	96	91	0	91
2	3	96	0	24	22	24	21	0	44	23	20	22	22	0	8
93	91	6	6	21	24	23	22	44	0	20	20	21	24	0	94
0	96	90	5	96	0	90	0	23	20	0	20	22	23	98	98
2	3	0	96	97	7	9	94	20	20	20	0	23	21	2	7
23	21	91	8	98	0	0	96	22	21	22	23	0	44	22	20
20	23	93	0	94	2	90	91	22	24	23	21	44	0	22	20
21	23	2	94	0	8	6	0	0	0	98	2	22	22	0	23
21	21	96	0	7	0	92	91	8	94	98	7	20	20	23	0

0	44	22	24	22	23	98	98	93	4	98	93	21	23	22	20
44	0	24	20	22	24	93	1	92	6	3	92	20	21	23	21
22	24	0	20	21	22	90	6	3	91	7	98	6	4	93	2
24	20	20	0	21	20	4	9	98	91	91	2	9	97	4	96
22	22	21	21	0	42	20	21	21	22	2	1	1	3	95	90
23	24	22	20	42	0	22	24	23	23	95	90	95	93	9	95
98	93	90	4	20	22	0	21	23	22	7	7	95	6	91	5
98	1	6	9	21	24	21	0	21	20	95	3	1	5	94	5
93	92	3	98	21	23	23	21	0	44	23	22	21	20	93	9
4	6	91	91	22	23	22	20	44	0	23	24	21	23	93	3
98	3	7	91	2	95	7	95	23	23	0	23	21	23	1	1
93	92	98	2	1	90	7	3	22	24	23	0	21	21	92	90
21	20	6	9	1	95	95	1	21	21	21	21	0	46	24	22
23	21	4	97	3	93	6	5	20	23	23	21	46	0	21	24
22	23	93	4	95	9	91	94	93	93	1	92	24	21	0	22
20	21	2	96	90	95	5	5	9	3	1	90	22	24	22	0

