16 
0 	22 	24 	22 	4 	0 	0 	9 	98 	6 	0 	0 	0 	94 	0 	8 	
22 	0 	24 	20 	94 	0 	3 	92 	0 	2 	90 	98 	0 	96 	97 	98 	
24 	24 	0 	22 	90 	97 	8 	2 	95 	0 	6 	0 	6 	98 	95 	92 	
22 	20 	22 	0 	94 	0 	90 	1 	92 	0 	3 	7 	8 	0 	90 	7 	
4 	94 	90 	94 	0 	21 	23 	24 	4 	0 	92 	4 	97 	97 	6 	0 	
0 	0 	97 	0 	21 	0 	23 	23 	0 	0 	92 	8 	91 	1 	0 	7 	
0 	3 	8 	90 	23 	23 	0 	20 	92 	95 	6 	0 	96 	7 	4 	93 	
9 	92 	2 	1 	24 	23 	20 	0 	97 	3 	90 	94 	0 	0 	2 	95 	
98 	0 	95 	92 	4 	0 	92 	97 	0 	22 	24 	20 	94 	92 	0 	97 	
6 	2 	0 	0 	0 	0 	95 	3 	22 	0 	22 	22 	97 	96 	2 	1 	
0 	90 	6 	3 	92 	92 	6 	90 	24 	22 	0 	22 	98 	8 	8 	8 	
0 	98 	0 	7 	4 	8 	0 	94 	20 	22 	22 	0 	97 	0 	92 	6 	
0 	0 	6 	8 	97 	91 	96 	0 	94 	97 	98 	97 	0 	20 	21 	21 	
94 	96 	98 	0 	97 	1 	7 	0 	92 	96 	8 	0 	20 	0 	21 	21 	
0 	97 	95 	90 	6 	0 	4 	2 	0 	2 	8 	92 	21 	21 	0 	20 	
8 	98 	92 	7 	0 	7 	93 	95 	97 	1 	8 	6 	21 	21 	20 	0 	

0 	4 	95 	98 	24 	6 	90 	90 	91 	9 	22 	8 	24 	5 	93 	6 	
4 	0 	2 	98 	95 	5 	20 	1 	24 	91 	7 	9 	3 	3 	97 	21 	
95 	2 	0 	98 	5 	23 	94 	21 	6 	96 	9 	90 	91 	22 	2 	90 	
98 	98 	98 	0 	8 	2 	6 	98 	98 	23 	98 	20 	92 	91 	23 	9 	
24 	95 	5 	8 	0 	3 	94 	7 	93 	93 	24 	94 	24 	92 	7 	5 	
6 	5 	23 	2 	3 	0 	6 	23 	94 	5 	95 	7 	91 	23 	98 	3 	
90 	20 	94 	6 	94 	6 	0 	9 	20 	1 	93 	96 	3 	4 	4 	20 	
90 	1 	21 	98 	7 	23 	9 	0 	9 	91 	6 	93 	6 	20 	8 	8 	
91 	24 	6 	98 	93 	94 	20 	9 	0 	5 	95 	8 	91 	93 	4 	24 	
9 	91 	96 	23 	93 	5 	1 	91 	5 	0 	4 	24 	8 	97 	23 	7 	
22 	7 	9 	98 	24 	95 	93 	6 	95 	4 	0 	96 	23 	95 	98 	90 	
8 	9 	90 	20 	94 	7 	96 	93 	8 	24 	96 	0 	5 	96 	20 	90 	
24 	3 	91 	92 	24 	91 	3 	6 	91 	8 	23 	5 	0 	96 	5 	95 	
5 	3 	22 	91 	92 	23 	4 	20 	93 	97 	95 	96 	96 	0 	93 	93 	
93 	97 	2 	23 	7 	98 	4 	8 	4 	23 	98 	20 	5 	93 	0 	2 	
6 	21 	90 	9 	5 	3 	20 	8 	24 	7 	90 	90 	95 	93 	2 	0 	


