16 
0 	40 	43 	46 	24 	23 	21 	24 	0 	90 	90 	0 	20 	22 	23 	24 	
40 	0 	47 	46 	23 	22 	24 	21 	0 	95 	91 	0 	23 	22 	22 	20 	
43 	47 	0 	46 	22 	20 	23 	23 	6 	3 	7 	94 	21 	20 	23 	22 	
46 	46 	46 	0 	20 	24 	21 	23 	92 	8 	93 	93 	23 	20 	21 	23 	
24 	23 	22 	20 	0 	43 	43 	44 	22 	21 	20 	22 	96 	5 	90 	7 	
23 	22 	20 	24 	43 	0 	45 	44 	20 	20 	20 	21 	0 	96 	4 	90 	
21 	24 	23 	21 	43 	45 	0 	45 	21 	21 	21 	20 	0 	0 	1 	2 	
24 	21 	23 	23 	44 	44 	45 	0 	24 	24 	24 	22 	3 	95 	0 	91 	
0 	0 	6 	92 	22 	20 	21 	24 	0 	45 	43 	45 	22 	20 	22 	21 	
90 	95 	3 	8 	21 	20 	21 	24 	45 	0 	45 	48 	24 	24 	24 	22 	
90 	91 	7 	93 	20 	20 	21 	24 	43 	45 	0 	41 	21 	23 	21 	22 	
0 	0 	94 	93 	22 	21 	20 	22 	45 	48 	41 	0 	20 	20 	21 	23 	
20 	23 	21 	23 	96 	0 	0 	3 	22 	24 	21 	20 	0 	44 	46 	42 	
22 	22 	20 	20 	5 	96 	0 	95 	20 	24 	23 	20 	44 	0 	44 	46 	
23 	22 	23 	21 	90 	4 	1 	0 	22 	24 	21 	21 	46 	44 	0 	47 	
24 	20 	22 	23 	7 	90 	2 	91 	21 	22 	22 	23 	42 	46 	47 	0 	

0 	9 	4 	44 	21 	45 	22 	22 	21 	23 	21 	24 	5 	44 	5 	20 	
9 	0 	44 	2 	23 	94 	23 	22 	22 	21 	21 	20 	46 	9 	42 	22 	
4 	44 	0 	96 	20 	3 	20 	24 	21 	20 	20 	22 	45 	98 	45 	24 	
44 	2 	96 	0 	24 	42 	21 	21 	22 	24 	23 	24 	96 	44 	6 	22 	
21 	23 	20 	24 	0 	21 	47 	96 	45 	91 	6 	41 	21 	23 	21 	1 	
45 	94 	3 	42 	21 	0 	23 	22 	20 	21 	23 	20 	90 	43 	90 	22 	
22 	23 	20 	21 	47 	23 	0 	1 	40 	6 	9 	41 	21 	24 	23 	91 	
22 	22 	24 	21 	96 	22 	1 	0 	92 	47 	45 	96 	23 	24 	22 	47 	
21 	22 	21 	22 	45 	20 	40 	92 	0 	95 	5 	41 	22 	20 	20 	2 	
23 	21 	20 	24 	91 	21 	6 	47 	95 	0 	42 	94 	21 	22 	20 	42 	
21 	21 	20 	23 	6 	23 	9 	45 	5 	42 	0 	94 	23 	20 	24 	44 	
24 	20 	22 	24 	41 	20 	41 	96 	41 	94 	94 	0 	20 	24 	20 	95 	
5 	46 	45 	96 	21 	90 	21 	23 	22 	21 	23 	20 	0 	98 	47 	20 	
44 	9 	98 	44 	23 	43 	24 	24 	20 	22 	20 	24 	98 	0 	8 	23 	
5 	42 	45 	6 	21 	90 	23 	22 	20 	20 	24 	20 	47 	8 	0 	22 	
20 	22 	24 	22 	1 	22 	91 	47 	2 	42 	44 	95 	20 	23 	22 	0 	


