 16 objectives = 1 
 0	22	24	22	3	4	1	0	0	94	90	90	6	93	95	1
22	0	20	20	93	0	7	97	9	3	95	0	0	98	0	0
24	20	0	24	3	3	96	91	0	4	90	0	96	0	0	92
22	20	24	0	0	0	94	4	95	4	95	96	1	3	96	98
3	93	3	0	0	22	24	23	0	3	93	97	0	90	3	98
4	0	3	0	22	0	24	21	4	0	4	7	7	0	8	4
1	7	96	94	24	24	0	22	5	8	96	3	0	3	0	3
0	97	91	4	23	21	22	0	0	92	91	2	6	7	93	2
0	9	0	95	0	4	5	0	0	20	22	20	94	96	96	93
94	3	4	4	3	0	8	92	20	0	20	22	0	94	0	90
90	95	90	95	93	4	96	91	22	20	0	23	98	93	93	0
90	0	0	96	97	7	3	2	20	22	23	0	94	95	96	0
6	0	96	1	0	7	0	6	94	0	98	94	0	24	20	23
93	98	0	3	90	0	3	7	96	94	93	95	24	0	23	22
95	0	0	96	3	8	0	93	96	0	93	96	20	23	0	24
1	0	92	98	98	4	3	2	93	90	0	0	23	22	24	0

0	23	21	24	92	91	93	98	98	5	8	8	90	6	4	93
23	0	21	20	6	98	9	2	8	92	4	98	97	1	97	97
21	21	0	21	92	92	4	7	97	91	8	97	4	96	96	7
24	20	21	0	96	95	4	91	4	91	4	3	93	92	3	1
92	6	92	96	0	21	22	21	95	91	5	1	94	8	91	1
91	98	92	95	21	0	21	21	90	94	90	9	9	94	9	90
93	9	4	4	22	21	0	20	90	8	3	91	94	91	94	91
98	2	7	91	21	21	20	0	94	6	7	93	9	9	5	92
98	8	97	4	95	90	90	94	0	21	20	20	4	2	2	5
5	92	91	91	91	94	8	6	21	0	23	21	93	4	93	7
8	4	8	4	5	90	3	7	20	23	0	22	1	5	5	93
8	98	97	3	1	9	91	93	20	21	22	0	4	4	2	93
90	97	4	93	94	9	94	9	4	93	1	4	0	22	24	21
6	1	96	92	8	94	91	9	2	4	5	4	22	0	23	23
4	97	96	3	91	9	94	5	2	93	5	2	24	23	0	21
93	97	7	1	1	90	91	92	5	7	93	93	21	23	21	0

