 16 objectives = 1 
 0	21	21	21	20	93	0	6	93	6	3	94	22	21	21	23
21	0	20	21	24	0	0	0	0	0	93	5	7	4	0	91
21	20	0	20	21	90	91	98	92	96	9	94	97	7	93	4
21	21	20	0	24	91	6	3	0	93	95	93	90	93	92	97
20	24	21	24	0	23	24	24	21	7	97	7	0	0	9	7
93	0	90	91	23	0	24	24	21	5	2	4	0	0	0	95
0	0	91	6	24	24	0	22	23	0	94	91	2	92	0	0
6	0	98	3	24	24	22	0	21	8	6	6	90	90	5	91
93	0	92	0	21	21	23	21	0	22	21	24	21	9	0	5
6	0	96	93	7	5	0	8	22	0	22	23	22	0	0	90
3	93	9	95	97	2	94	6	21	22	0	21	20	94	98	96
94	5	94	93	7	4	91	6	24	23	21	0	23	6	0	98
22	7	97	90	0	0	2	90	21	22	20	23	0	22	23	21
21	4	7	93	0	0	92	90	9	0	94	6	22	0	22	22
21	0	93	92	9	0	0	5	0	0	98	0	23	22	0	22
23	91	4	97	7	95	0	91	5	90	96	98	21	22	22	0

0	21	20	22	23	5	98	92	5	92	94	3	20	22	23	24
21	0	22	22	21	98	98	98	97	97	5	93	90	94	97	7
20	22	0	23	24	8	7	1	7	2	9	3	2	90	4	93
22	22	23	0	24	7	92	94	97	4	3	4	8	3	6	2
23	21	24	24	0	20	23	21	24	90	2	9	97	96	8	9
5	98	8	7	20	0	23	20	22	92	94	93	96	96	96	3
98	98	7	92	23	23	0	20	22	96	3	7	94	6	96	96
92	98	1	94	21	20	20	0	23	9	92	91	8	8	92	7
5	97	7	97	24	22	22	23	0	23	21	22	24	8	95	92
92	97	2	4	90	92	96	9	23	0	21	24	24	95	95	8
94	5	9	3	2	94	3	92	21	21	0	20	21	3	1	2
3	93	3	4	9	93	7	91	22	24	20	0	22	90	95	1
20	90	2	8	97	96	94	8	24	24	21	22	0	21	23	24
22	94	90	3	96	96	6	8	8	95	3	90	21	0	23	23
23	97	4	6	8	96	96	92	95	95	1	95	23	23	0	20
24	7	93	2	9	3	96	7	92	8	2	1	24	23	20	0

