16 
0 	46 	22 	23 	23 	20 	2 	3 	9 	94 	0 	0 	23 	22 	23 	22 	
46 	0 	22 	23 	23 	20 	3 	95 	95 	98 	3 	96 	22 	23 	24 	23 	
22 	22 	0 	22 	22 	21 	94 	0 	0 	97 	91 	0 	93 	0 	0 	93 	
23 	23 	22 	0 	21 	20 	5 	93 	0 	5 	6 	95 	90 	7 	2 	0 	
23 	23 	22 	21 	0 	43 	22 	20 	24 	24 	92 	8 	5 	97 	7 	91 	
20 	20 	21 	20 	43 	0 	23 	21 	20 	20 	93 	93 	98 	92 	0 	93 	
2 	3 	94 	5 	22 	23 	0 	22 	20 	20 	0 	96 	91 	0 	98 	97 	
3 	95 	0 	93 	20 	21 	22 	0 	22 	20 	8 	0 	0 	6 	9 	0 	
9 	95 	0 	0 	24 	20 	20 	22 	0 	47 	22 	22 	20 	21 	1 	97 	
94 	98 	97 	5 	24 	20 	20 	20 	47 	0 	22 	20 	21 	24 	98 	8 	
0 	3 	91 	6 	92 	93 	0 	8 	22 	22 	0 	23 	23 	23 	4 	3 	
0 	96 	0 	95 	8 	93 	96 	0 	22 	20 	23 	0 	23 	24 	5 	0 	
23 	22 	93 	90 	5 	98 	91 	0 	20 	21 	23 	23 	0 	43 	20 	23 	
22 	23 	0 	7 	97 	92 	0 	6 	21 	24 	23 	24 	43 	0 	24 	23 	
23 	24 	0 	2 	7 	0 	98 	9 	1 	98 	4 	5 	20 	24 	0 	23 	
22 	23 	93 	0 	91 	93 	97 	0 	97 	8 	3 	0 	23 	23 	23 	0 	

0 	24 	21 	24 	23 	3 	9 	22 	22 	21 	2 	98 	45 	93 	22 	96 	
24 	0 	2 	20 	7 	21 	20 	41 	9 	91 	7 	23 	22 	90 	20 	23 	
21 	2 	0 	94 	20 	23 	22 	6 	24 	48 	21 	97 	22 	21 	90 	90 	
24 	20 	94 	0 	95 	93 	93 	23 	2 	7 	2 	4 	20 	1 	20 	92 	
23 	7 	20 	95 	0 	93 	98 	5 	23 	23 	92 	7 	21 	92 	9 	91 	
3 	21 	23 	93 	93 	0 	44 	22 	3 	24 	22 	20 	1 	24 	4 	21 	
9 	20 	22 	93 	98 	44 	0 	20 	98 	21 	24 	22 	4 	24 	93 	24 	
22 	41 	6 	23 	5 	22 	20 	0 	5 	1 	4 	23 	21 	96 	24 	23 	
22 	9 	24 	2 	23 	3 	98 	5 	0 	24 	94 	97 	21 	91 	94 	3 	
21 	91 	48 	7 	23 	24 	21 	1 	24 	0 	21 	6 	21 	23 	94 	8 	
2 	7 	21 	2 	92 	22 	24 	4 	94 	21 	0 	6 	9 	23 	94 	96 	
98 	23 	97 	4 	7 	20 	22 	23 	97 	6 	6 	0 	2 	96 	98 	21 	
45 	22 	22 	20 	21 	1 	4 	21 	21 	21 	9 	2 	0 	1 	22 	92 	
93 	90 	21 	1 	92 	24 	24 	96 	91 	23 	23 	96 	1 	0 	8 	93 	
22 	20 	90 	20 	9 	4 	93 	24 	94 	94 	94 	98 	22 	8 	0 	6 	
96 	23 	90 	92 	91 	21 	24 	23 	3 	8 	96 	21 	92 	93 	6 	0 	


