 16 objectives = 1 
 0	24	23	22	6	1	8	4	92	94	0	5	9	95	90	0
24	0	24	22	3	94	8	9	90	92	92	2	96	1	0	8
23	24	0	22	94	91	93	8	96	0	94	1	3	0	0	0
22	22	22	0	5	98	93	5	98	96	0	93	98	0	98	93
6	3	94	5	0	20	21	20	96	94	92	6	0	3	98	98
1	94	91	98	20	0	20	22	8	0	0	7	3	0	96	98
8	8	93	93	21	20	0	23	5	94	5	0	0	0	95	6
4	9	8	5	20	22	23	0	7	0	2	0	8	2	0	95
92	90	96	98	96	8	5	7	0	22	20	21	0	0	5	0
94	92	0	96	94	0	94	0	22	0	23	21	97	96	93	90
0	92	94	0	92	0	5	2	20	23	0	22	0	93	0	91
5	2	1	93	6	7	0	0	21	21	22	0	9	5	90	97
9	96	3	98	0	3	0	8	0	97	0	9	0	24	20	21
95	1	0	0	3	0	0	2	0	96	93	5	24	0	21	24
90	0	0	98	98	96	95	0	5	93	0	90	20	21	0	22
0	8	0	93	98	98	6	95	0	90	91	97	21	24	22	0

0	21	21	23	91	93	90	92	7	5	98	92	9	3	9	98
21	0	24	22	93	4	9	9	8	7	7	93	3	93	97	9
21	24	0	20	4	8	6	9	3	97	4	93	92	97	97	97
23	22	20	0	92	1	6	92	1	3	97	6	1	97	1	6
91	93	4	92	0	23	24	23	3	4	6	90	96	92	1	1
93	4	8	1	23	0	20	21	9	96	96	90	92	96	2	1
90	9	6	6	24	20	0	24	92	3	91	96	95	95	3	90
92	9	9	92	23	21	24	0	90	95	93	95	9	93	95	3
7	8	3	1	3	9	92	90	0	21	24	21	94	94	91	94
5	7	97	3	4	96	3	95	21	0	24	21	2	2	6	8
98	7	4	97	6	96	91	93	24	24	0	24	94	5	94	7
92	93	93	6	90	90	96	95	21	21	24	0	9	91	8	2
9	3	92	1	96	92	95	9	94	2	94	9	0	23	20	21
3	93	97	97	92	96	95	93	94	2	5	91	23	0	22	22
9	97	97	1	1	2	3	95	91	6	94	8	20	22	0	24
98	9	97	6	1	1	90	3	94	8	7	2	21	22	24	0

