16 
0 	20 	21 	20 	24 	0 	0 	97 	8 	5 	0 	9 	24 	21 	21 	21 	
20 	0 	22 	23 	22 	0 	90 	93 	2 	0 	0 	0 	5 	98 	92 	6 	
21 	22 	0 	22 	22 	98 	0 	2 	90 	0 	9 	3 	97 	90 	93 	97 	
20 	23 	22 	0 	24 	90 	94 	95 	4 	0 	2 	5 	96 	0 	90 	90 	
24 	22 	22 	24 	0 	24 	21 	20 	20 	1 	92 	92 	93 	0 	92 	91 	
0 	0 	98 	90 	24 	0 	23 	23 	24 	98 	0 	0 	90 	3 	7 	0 	
0 	90 	0 	94 	21 	23 	0 	21 	22 	2 	1 	6 	8 	2 	98 	94 	
97 	93 	2 	95 	20 	23 	21 	0 	22 	97 	91 	93 	93 	97 	8 	92 	
8 	2 	90 	4 	20 	24 	22 	22 	0 	20 	20 	22 	20 	1 	96 	0 	
5 	0 	0 	0 	1 	98 	2 	97 	20 	0 	22 	21 	23 	1 	0 	8 	
0 	0 	9 	2 	92 	0 	1 	91 	20 	22 	0 	20 	24 	0 	0 	4 	
9 	0 	3 	5 	92 	0 	6 	93 	22 	21 	20 	0 	24 	97 	0 	5 	
24 	5 	97 	96 	93 	90 	8 	93 	20 	23 	24 	24 	0 	20 	21 	20 	
21 	98 	90 	0 	0 	3 	2 	97 	1 	1 	0 	97 	20 	0 	24 	20 	
21 	92 	93 	90 	92 	7 	98 	8 	96 	0 	0 	0 	21 	24 	0 	24 	
21 	6 	97 	90 	91 	0 	94 	92 	0 	8 	4 	5 	20 	20 	24 	0 	

0 	21 	3 	20 	7 	91 	22 	2 	5 	9 	23 	4 	23 	21 	21 	23 	
21 	0 	93 	22 	96 	98 	91 	9 	6 	94 	95 	7 	21 	95 	98 	24 	
3 	93 	0 	91 	8 	20 	8 	24 	23 	4 	8 	3 	91 	96 	24 	96 	
20 	22 	91 	0 	95 	97 	91 	92 	6 	91 	94 	4 	21 	1 	9 	20 	
7 	96 	8 	95 	0 	98 	95 	1 	22 	21 	90 	24 	21 	91 	98 	1 	
91 	98 	20 	97 	98 	0 	91 	20 	20 	8 	7 	6 	94 	1 	24 	98 	
22 	91 	8 	91 	95 	91 	0 	2 	7 	4 	24 	6 	95 	22 	22 	9 	
2 	9 	24 	92 	1 	20 	2 	0 	22 	97 	5 	93 	8 	8 	22 	97 	
5 	6 	23 	6 	22 	20 	7 	22 	0 	23 	6 	23 	21 	96 	20 	94 	
9 	94 	4 	91 	21 	8 	4 	97 	23 	0 	1 	24 	23 	92 	98 	92 	
23 	95 	8 	94 	90 	7 	24 	5 	6 	1 	0 	9 	2 	23 	22 	95 	
4 	7 	3 	4 	24 	6 	6 	93 	23 	24 	9 	0 	22 	1 	2 	1 	
23 	21 	91 	21 	21 	94 	95 	8 	21 	23 	2 	22 	0 	94 	9 	21 	
21 	95 	96 	1 	91 	1 	22 	8 	96 	92 	23 	1 	94 	0 	24 	94 	
21 	98 	24 	9 	98 	24 	22 	22 	20 	98 	22 	2 	9 	24 	0 	91 	
23 	24 	96 	20 	1 	98 	9 	97 	94 	92 	95 	1 	21 	94 	91 	0 	


