16 
0 	47 	41 	20 	22 	24 	22 	5 	4 	0 	6 	0 	22 	20 	22 	21 	
47 	0 	47 	22 	21 	22 	22 	0 	7 	0 	90 	5 	22 	24 	20 	20 	
41 	47 	0 	23 	20 	20 	23 	92 	5 	3 	0 	90 	23 	20 	23 	21 	
20 	22 	23 	0 	23 	20 	21 	93 	94 	4 	3 	97 	0 	0 	93 	4 	
22 	21 	20 	23 	0 	40 	44 	20 	23 	22 	21 	94 	90 	94 	97 	6 	
24 	22 	20 	20 	40 	0 	43 	20 	21 	23 	21 	0 	93 	96 	96 	91 	
22 	22 	23 	21 	44 	43 	0 	23 	21 	22 	22 	4 	3 	95 	93 	90 	
5 	0 	92 	93 	20 	20 	23 	0 	21 	23 	20 	0 	9 	0 	8 	0 	
4 	7 	5 	94 	23 	21 	21 	21 	0 	42 	41 	22 	22 	24 	20 	90 	
0 	0 	3 	4 	22 	23 	22 	23 	42 	0 	43 	22 	21 	21 	21 	5 	
6 	90 	0 	3 	21 	21 	22 	20 	41 	43 	0 	20 	22 	21 	21 	0 	
0 	5 	90 	97 	94 	0 	4 	0 	22 	22 	20 	0 	23 	22 	22 	97 	
22 	22 	23 	0 	90 	93 	3 	9 	22 	21 	22 	23 	0 	45 	44 	21 	
20 	24 	20 	0 	94 	96 	95 	0 	24 	21 	21 	22 	45 	0 	47 	20 	
22 	20 	23 	93 	97 	96 	93 	8 	20 	21 	21 	22 	44 	47 	0 	24 	
21 	20 	21 	4 	6 	91 	90 	0 	90 	5 	0 	97 	21 	20 	24 	0 	

0 	21 	24 	45 	5 	90 	22 	24 	23 	20 	97 	94 	24 	21 	7 	44 	
21 	0 	5 	22 	5 	3 	24 	95 	23 	23 	93 	92 	92 	97 	2 	22 	
24 	5 	0 	20 	8 	24 	2 	44 	1 	3 	20 	24 	24 	44 	23 	21 	
45 	22 	20 	0 	91 	93 	23 	20 	22 	23 	90 	98 	23 	24 	97 	41 	
5 	5 	8 	91 	0 	24 	23 	95 	24 	21 	24 	21 	94 	8 	95 	97 	
90 	3 	24 	93 	24 	0 	24 	23 	20 	24 	45 	42 	6 	21 	23 	9 	
22 	24 	2 	23 	23 	24 	0 	2 	44 	46 	23 	20 	5 	3 	95 	22 	
24 	95 	44 	20 	95 	23 	2 	0 	3 	2 	24 	21 	20 	43 	22 	21 	
23 	23 	1 	22 	24 	20 	44 	3 	0 	43 	21 	21 	9 	7 	3 	23 	
20 	23 	3 	23 	21 	24 	46 	2 	43 	0 	24 	20 	6 	93 	91 	20 	
97 	93 	20 	90 	24 	45 	23 	24 	21 	24 	0 	43 	94 	21 	21 	8 	
94 	92 	24 	98 	21 	42 	20 	21 	21 	20 	43 	0 	90 	24 	21 	97 	
24 	92 	24 	23 	94 	6 	5 	20 	9 	6 	94 	90 	0 	24 	1 	22 	
21 	97 	44 	24 	8 	21 	3 	43 	7 	93 	21 	24 	24 	0 	21 	21 	
7 	2 	23 	97 	95 	23 	95 	22 	3 	91 	21 	21 	1 	21 	0 	90 	
44 	22 	21 	41 	97 	9 	22 	21 	23 	20 	8 	97 	22 	21 	90 	0 	


