 16 objectives = 1 
 0	44	47	47	23	22	23	21	98	2	0	0	20	22	20	20
44	0	41	45	20	24	24	21	3	91	4	3	23	20	22	20
47	41	0	41	20	24	21	20	0	0	95	97	24	24	21	24
47	45	41	0	23	24	22	21	93	0	0	91	21	20	23	22
23	20	20	23	0	42	47	45	20	24	24	24	90	0	8	96
22	24	24	24	42	0	44	45	20	22	21	24	98	1	98	6
23	24	21	22	47	44	0	43	24	22	21	22	0	97	94	3
21	21	20	21	45	45	43	0	24	22	22	23	90	8	98	5
98	3	0	93	20	20	24	24	0	44	42	45	21	22	21	24
2	91	0	0	24	22	22	22	44	0	43	48	23	20	23	21
0	4	95	0	24	21	21	22	42	43	0	47	22	24	24	23
0	3	97	91	24	24	22	23	45	48	47	0	20	21	24	22
20	23	24	21	90	98	0	90	21	23	22	20	0	41	44	45
22	20	24	20	0	1	97	8	22	20	24	21	41	0	46	43
20	22	21	23	8	98	94	98	21	23	24	24	44	46	0	42
20	20	24	22	96	6	3	5	24	21	23	22	45	43	42	0

0	48	40	46	23	22	23	22	4	93	98	98	22	23	23	23
48	0	41	41	23	23	23	20	92	6	90	92	22	24	22	23
40	41	0	42	23	24	20	22	96	95	5	4	22	21	20	22
46	41	42	0	20	21	20	22	5	94	94	6	23	23	24	20
23	23	23	20	0	45	44	43	20	22	23	21	8	94	9	5
22	23	24	21	45	0	44	43	21	24	23	21	3	93	3	90
23	23	20	20	44	44	0	48	21	24	24	23	93	4	5	91
22	20	22	22	43	43	48	0	20	24	21	20	8	8	2	90
4	92	96	5	20	21	21	20	0	44	45	43	21	22	22	22
93	6	95	94	22	24	24	24	44	0	44	41	22	22	22	21
98	90	5	94	23	23	24	21	45	44	0	45	24	22	20	22
98	92	4	6	21	21	23	20	43	41	45	0	24	23	21	20
22	22	22	23	8	3	93	8	21	22	24	24	0	42	45	43
23	24	21	23	94	93	4	8	22	22	22	23	42	0	46	45
23	22	20	24	9	3	5	2	22	22	20	21	45	46	0	43
23	23	22	20	5	90	91	90	22	21	22	20	43	45	43	0

