16 
0 	20 	22 	22 	23 	94 	0 	92 	7 	4 	0 	91 	23 	21 	21 	21 	
20 	0 	22 	23 	21 	0 	95 	9 	2 	0 	95 	0 	2 	94 	7 	98 	
22 	22 	0 	21 	20 	98 	91 	7 	9 	0 	0 	93 	97 	98 	96 	96 	
22 	23 	21 	0 	23 	7 	0 	98 	7 	0 	0 	0 	0 	0 	90 	1 	
23 	21 	20 	23 	0 	24 	22 	20 	23 	2 	97 	5 	4 	0 	95 	91 	
94 	0 	98 	7 	24 	0 	23 	20 	22 	4 	0 	5 	91 	7 	90 	90 	
0 	95 	91 	0 	22 	23 	0 	21 	24 	92 	8 	0 	9 	90 	93 	4 	
92 	9 	7 	98 	20 	20 	21 	0 	24 	8 	0 	92 	0 	5 	97 	97 	
7 	2 	9 	7 	23 	22 	24 	24 	0 	20 	20 	24 	20 	94 	97 	92 	
4 	0 	0 	0 	2 	4 	92 	8 	20 	0 	24 	20 	23 	4 	93 	6 	
0 	95 	0 	0 	97 	0 	8 	0 	20 	24 	0 	24 	24 	0 	0 	7 	
91 	0 	93 	0 	5 	5 	0 	92 	24 	20 	24 	0 	22 	96 	91 	4 	
23 	2 	97 	0 	4 	91 	9 	0 	20 	23 	24 	22 	0 	22 	24 	21 	
21 	94 	98 	0 	0 	7 	90 	5 	94 	4 	0 	96 	22 	0 	22 	24 	
21 	7 	96 	90 	95 	90 	93 	97 	97 	93 	0 	91 	24 	22 	0 	24 	
21 	98 	96 	1 	91 	90 	4 	97 	92 	6 	7 	4 	21 	24 	24 	0 	

0 	20 	96 	22 	96 	20 	94 	1 	8 	97 	96 	96 	90 	22 	96 	90 	
20 	0 	97 	20 	98 	23 	1 	9 	91 	3 	3 	4 	98 	22 	94 	94 	
96 	97 	0 	7 	20 	92 	92 	6 	6 	95 	21 	2 	92 	6 	23 	20 	
22 	20 	7 	0 	93 	23 	22 	6 	23 	98 	98 	22 	4 	20 	22 	91 	
96 	98 	20 	93 	0 	93 	91 	9 	5 	6 	21 	92 	93 	97 	22 	24 	
20 	23 	92 	23 	93 	0 	6 	20 	3 	21 	2 	96 	24 	23 	93 	20 	
94 	1 	92 	22 	91 	6 	0 	1 	22 	93 	9 	21 	7 	3 	24 	6 	
1 	9 	6 	6 	9 	20 	1 	0 	2 	24 	95 	92 	21 	91 	95 	24 	
8 	91 	6 	23 	5 	3 	22 	2 	0 	5 	94 	24 	8 	3 	23 	1 	
97 	3 	95 	98 	6 	21 	93 	24 	5 	0 	9 	7 	20 	7 	8 	21 	
96 	3 	21 	98 	21 	2 	9 	95 	94 	9 	0 	94 	95 	97 	21 	24 	
96 	4 	2 	22 	92 	96 	21 	92 	24 	7 	94 	0 	90 	1 	23 	4 	
90 	98 	92 	4 	93 	24 	7 	21 	8 	20 	95 	90 	0 	1 	6 	24 	
22 	22 	6 	20 	97 	23 	3 	91 	3 	7 	97 	1 	1 	0 	2 	8 	
96 	94 	23 	22 	22 	93 	24 	95 	23 	8 	21 	23 	6 	2 	0 	23 	
90 	94 	20 	91 	24 	20 	6 	24 	1 	21 	24 	4 	24 	8 	23 	0 	


