 16 objectives = 1 
 0	43	42	42	22	23	24	23	9	0	7	92	20	20	20	20
43	0	41	47	21	23	23	24	92	0	8	95	20	21	21	23
42	41	0	46	21	22	20	22	1	97	94	94	22	20	24	24
42	47	46	0	22	24	24	22	7	98	0	91	21	23	21	22
22	21	21	22	0	44	42	45	22	24	22	22	0	0	3	92
23	23	22	24	44	0	45	42	24	23	23	20	98	4	0	0
24	23	20	24	42	45	0	43	24	24	22	23	90	94	93	0
23	24	22	22	45	42	43	0	20	23	23	20	8	4	90	7
9	92	1	7	22	24	24	20	0	45	43	44	20	24	22	22
0	0	97	98	24	23	24	23	45	0	47	45	20	24	22	21
7	8	94	0	22	23	22	23	43	47	0	44	20	21	24	22
92	95	94	91	22	20	23	20	44	45	44	0	23	22	23	22
20	20	22	21	0	98	90	8	20	20	20	23	0	45	43	45
20	21	20	23	0	4	94	4	24	24	21	22	45	0	44	46
20	21	24	21	3	0	93	90	22	22	24	23	43	44	0	40
20	23	24	22	92	0	0	7	22	21	22	22	45	46	40	0

0	45	41	45	22	24	24	22	6	98	91	4	20	24	20	23
45	0	42	43	20	24	21	20	3	98	90	2	22	24	20	22
41	42	0	46	22	24	20	24	94	1	2	2	20	24	24	24
45	43	46	0	20	23	23	22	90	1	97	4	21	20	23	23
22	20	22	20	0	45	42	40	22	23	21	24	97	96	94	3
24	24	24	23	45	0	46	44	24	21	23	23	1	94	96	96
24	21	20	23	42	46	0	43	24	21	22	21	5	2	2	95
22	20	24	22	40	44	43	0	24	21	20	20	7	93	4	90
6	3	94	90	22	24	24	24	0	47	47	45	23	23	22	21
98	98	1	1	23	21	21	21	47	0	47	48	23	20	20	22
91	90	2	97	21	23	22	20	47	47	0	42	23	22	22	24
4	2	2	4	24	23	21	20	45	48	42	0	23	20	22	22
20	22	20	21	97	1	5	7	23	23	23	23	0	45	44	44
24	24	24	20	96	94	2	93	23	20	22	20	45	0	43	43
20	20	24	23	94	96	2	4	22	20	22	22	44	43	0	48
23	22	24	23	3	96	95	90	21	22	24	22	44	43	48	0

