16 
0 	43 	41 	48 	20 	21 	20 	22 	94 	0 	0 	92 	24 	22 	24 	22 	
43 	0 	44 	45 	24 	20 	22 	23 	1 	1 	6 	91 	21 	20 	22 	24 	
41 	44 	0 	43 	22 	22 	20 	23 	0 	1 	97 	0 	22 	20 	21 	20 	
48 	45 	43 	0 	20 	22 	23 	21 	1 	93 	4 	90 	21 	22 	23 	24 	
20 	24 	22 	20 	0 	43 	40 	44 	24 	21 	24 	21 	1 	0 	93 	0 	
21 	20 	22 	22 	43 	0 	46 	46 	21 	23 	22 	22 	92 	91 	0 	96 	
20 	22 	20 	23 	40 	46 	0 	44 	20 	22 	22 	21 	5 	8 	93 	96 	
22 	23 	23 	21 	44 	46 	44 	0 	21 	20 	22 	24 	90 	92 	6 	0 	
94 	1 	0 	1 	24 	21 	20 	21 	0 	48 	46 	45 	24 	24 	23 	24 	
0 	1 	1 	93 	21 	23 	22 	20 	48 	0 	43 	45 	22 	22 	24 	24 	
0 	6 	97 	4 	24 	22 	22 	22 	46 	43 	0 	44 	21 	24 	20 	20 	
92 	91 	0 	90 	21 	22 	21 	24 	45 	45 	44 	0 	21 	24 	23 	23 	
24 	21 	22 	21 	1 	92 	5 	90 	24 	22 	21 	21 	0 	47 	40 	46 	
22 	20 	20 	22 	0 	91 	8 	92 	24 	22 	24 	24 	47 	0 	44 	48 	
24 	22 	21 	23 	93 	0 	93 	6 	23 	24 	20 	23 	40 	44 	0 	45 	
22 	24 	20 	24 	0 	96 	96 	0 	24 	24 	20 	23 	46 	48 	45 	0 	

0 	23 	45 	20 	2 	20 	4 	96 	45 	96 	20 	21 	42 	22 	21 	20 	
23 	0 	23 	41 	22 	8 	21 	24 	24 	20 	2 	2 	21 	90 	42 	41 	
45 	23 	0 	21 	91 	20 	7 	90 	44 	3 	23 	24 	45 	23 	20 	20 	
20 	41 	21 	0 	23 	5 	22 	22 	21 	21 	92 	2 	21 	4 	47 	42 	
2 	22 	91 	23 	0 	22 	42 	41 	92 	41 	21 	22 	95 	20 	23 	24 	
20 	8 	20 	5 	22 	0 	24 	23 	23 	24 	47 	42 	22 	44 	3 	94 	
4 	21 	7 	22 	42 	24 	0 	41 	6 	47 	21 	22 	95 	20 	20 	24 	
96 	24 	90 	22 	41 	23 	41 	0 	90 	42 	24 	23 	1 	23 	21 	23 	
45 	24 	44 	21 	92 	23 	6 	90 	0 	91 	23 	21 	43 	22 	24 	20 	
96 	20 	3 	21 	41 	24 	47 	42 	91 	0 	23 	24 	91 	21 	24 	23 	
20 	2 	23 	92 	21 	47 	21 	24 	23 	23 	0 	41 	21 	46 	9 	3 	
21 	2 	24 	2 	22 	42 	22 	23 	21 	24 	41 	0 	23 	41 	92 	93 	
42 	21 	45 	21 	95 	22 	95 	1 	43 	91 	21 	23 	0 	20 	24 	21 	
22 	90 	23 	4 	20 	44 	20 	23 	22 	21 	46 	41 	20 	0 	6 	90 	
21 	42 	20 	47 	23 	3 	20 	21 	24 	24 	9 	92 	24 	6 	0 	47 	
20 	41 	20 	42 	24 	94 	24 	23 	20 	23 	3 	93 	21 	90 	47 	0 	


