 16 objectives = 1 
 0	24	23	22	20	95	96	96	0	92	92	95	24	23	24	23
24	0	20	24	24	92	9	95	0	0	4	96	0	93	94	0
23	20	0	23	20	4	2	2	1	0	0	0	96	91	2	1
22	24	23	0	22	0	95	6	2	94	3	0	3	2	94	4
20	24	20	22	0	20	20	23	24	0	90	0	2	1	2	0
95	92	4	0	20	0	22	21	24	90	9	96	93	90	7	0
96	9	2	95	20	22	0	20	22	96	97	0	4	91	0	95
96	95	2	6	23	21	20	0	22	0	6	0	1	95	0	91
0	0	1	2	24	24	22	22	0	23	22	24	21	3	91	8
92	0	0	94	0	90	96	0	23	0	24	24	21	98	9	9
92	4	0	3	90	9	97	6	22	24	0	20	21	92	0	96
95	96	0	0	0	96	0	0	24	24	20	0	23	97	96	96
24	0	96	3	2	93	4	1	21	21	21	23	0	24	23	20
23	93	91	2	1	90	91	95	3	98	92	97	24	0	21	20
24	94	2	94	2	7	0	0	91	9	0	96	23	21	0	21
23	0	1	4	0	0	95	91	8	9	96	96	20	20	21	0

0	24	22	21	22	3	3	3	98	5	5	3	23	22	23	22
24	0	22	20	20	5	9	3	97	97	91	2	97	4	4	97
22	22	0	24	22	91	93	93	94	97	97	97	2	6	92	94
21	20	24	0	22	97	3	90	92	4	91	96	91	92	4	90
22	20	22	22	0	21	21	21	24	96	7	96	92	94	91	95
3	5	91	97	21	0	24	20	22	6	8	2	4	6	9	95
3	9	93	3	21	24	0	24	20	2	1	95	90	6	95	3
3	3	93	90	21	20	24	0	22	95	90	94	94	3	94	6
98	97	94	92	24	22	20	22	0	20	23	24	20	91	5	9
5	97	97	4	96	6	2	95	20	0	21	23	24	1	8	7
5	91	97	91	7	8	1	90	23	21	0	20	21	5	94	2
3	2	97	96	96	2	95	94	24	23	20	0	20	1	2	1
23	97	2	91	92	4	90	94	20	24	21	20	0	24	23	21
22	4	6	92	94	6	6	3	91	1	5	1	24	0	23	20
23	4	92	4	91	9	95	94	5	8	94	2	23	23	0	24
22	97	94	90	95	95	3	6	9	7	2	1	21	20	24	0

