 16 objectives = 1 
 0	45	40	24	22	24	23	93	97	0	0	4	24	22	20	24
45	0	43	20	24	20	24	0	97	96	93	95	21	24	23	24
40	43	0	20	24	24	21	6	4	7	96	94	24	21	22	21
24	20	20	0	21	20	22	91	97	91	90	9	3	5	0	3
22	24	24	21	0	48	47	23	22	22	21	0	0	0	3	0
24	20	24	20	48	0	44	22	22	21	22	6	0	92	8	9
23	24	21	22	47	44	0	23	21	23	23	9	93	0	9	94
93	0	6	91	23	22	23	0	22	22	22	95	90	9	94	0
97	97	4	97	22	22	21	22	0	44	47	24	23	21	22	91
0	96	7	91	22	21	23	22	44	0	45	23	24	22	22	3
0	93	96	90	21	22	23	22	47	45	0	20	21	20	22	91
4	95	94	9	0	6	9	95	24	23	20	0	22	24	21	0
24	21	24	3	0	0	93	90	23	24	21	22	0	47	40	21
22	24	21	5	0	92	0	9	21	22	20	24	47	0	42	23
20	23	22	0	3	8	9	94	22	22	22	21	40	42	0	21
24	24	21	3	0	9	94	0	91	3	91	0	21	23	21	0

0	47	47	21	24	20	20	6	2	98	97	93	23	20	21	23
47	0	43	21	20	20	24	97	2	2	6	4	23	24	20	23
47	43	0	23	20	24	21	92	92	90	2	5	22	23	22	24
21	21	23	0	20	20	23	9	1	8	9	90	95	92	97	95
24	20	20	20	0	42	47	22	21	20	21	96	96	96	94	96
20	20	24	20	42	0	44	21	23	22	24	91	96	7	90	9
20	24	21	23	47	44	0	24	21	20	20	9	6	96	9	5
6	97	92	9	22	21	24	0	24	22	23	3	9	9	4	95
2	2	92	1	21	23	21	24	0	44	46	24	24	22	22	7
98	2	90	8	20	22	20	22	44	0	40	23	22	22	20	93
97	6	2	9	21	24	20	23	46	40	0	21	23	21	22	7
93	4	5	90	96	91	9	3	24	23	21	0	24	23	23	95
23	23	22	95	96	96	6	9	24	22	23	24	0	42	44	21
20	24	23	92	96	7	96	9	22	22	21	23	42	0	44	24
21	20	22	97	94	90	9	4	22	20	22	23	44	44	0	23
23	23	24	95	96	9	5	95	7	93	7	95	21	24	23	0

