16 
0 	46 	20 	23 	23 	21 	97 	0 	7 	95 	96 	6 	23 	21 	20 	24 	
46 	0 	22 	22 	22 	22 	0 	8 	9 	93 	96 	95 	20 	23 	21 	20 	
20 	22 	0 	23 	22 	20 	2 	0 	0 	97 	98 	0 	2 	7 	0 	0 	
23 	22 	23 	0 	20 	20 	0 	90 	4 	94 	7 	0 	93 	0 	2 	93 	
23 	22 	22 	20 	0 	44 	21 	22 	23 	24 	92 	94 	9 	3 	0 	7 	
21 	22 	20 	20 	44 	0 	20 	21 	21 	21 	98 	9 	90 	95 	0 	9 	
97 	0 	2 	0 	21 	20 	0 	22 	20 	23 	92 	3 	98 	4 	5 	0 	
0 	8 	0 	90 	22 	21 	22 	0 	22 	24 	94 	95 	96 	97 	0 	0 	
7 	9 	0 	4 	23 	21 	20 	22 	0 	47 	24 	24 	21 	23 	0 	94 	
95 	93 	97 	94 	24 	21 	23 	24 	47 	0 	22 	22 	24 	23 	2 	93 	
96 	96 	98 	7 	92 	98 	92 	94 	24 	22 	0 	20 	24 	22 	91 	1 	
6 	95 	0 	0 	94 	9 	3 	95 	24 	22 	20 	0 	21 	21 	1 	94 	
23 	20 	2 	93 	9 	90 	98 	96 	21 	24 	24 	21 	0 	41 	24 	20 	
21 	23 	7 	0 	3 	95 	4 	97 	23 	23 	22 	21 	41 	0 	20 	21 	
20 	21 	0 	2 	0 	0 	5 	0 	0 	2 	91 	1 	24 	20 	0 	20 	
24 	20 	0 	93 	7 	9 	0 	0 	94 	93 	1 	94 	20 	21 	20 	0 	

0 	23 	22 	91 	21 	20 	90 	24 	91 	21 	95 	24 	1 	47 	3 	23 	
23 	0 	21 	90 	94 	24 	96 	3 	94 	4 	5 	3 	94 	21 	8 	23 	
22 	21 	0 	23 	2 	46 	24 	3 	97 	6 	24 	9 	9 	22 	22 	23 	
91 	90 	23 	0 	8 	20 	24 	3 	23 	24 	21 	24 	22 	9 	44 	95 	
21 	94 	2 	8 	0 	3 	1 	21 	7 	20 	90 	20 	3 	23 	1 	8 	
20 	24 	46 	20 	3 	0 	23 	91 	2 	3 	20 	91 	98 	24 	24 	22 	
90 	96 	24 	24 	1 	23 	0 	97 	93 	2 	20 	97 	97 	92 	22 	97 	
24 	3 	3 	3 	21 	91 	97 	0 	91 	20 	96 	22 	3 	23 	9 	93 	
91 	94 	97 	23 	7 	2 	93 	91 	0 	22 	96 	24 	23 	1 	21 	91 	
21 	4 	6 	24 	20 	3 	2 	20 	22 	0 	3 	44 	24 	24 	22 	91 	
95 	5 	24 	21 	90 	20 	20 	96 	96 	3 	0 	91 	8 	6 	22 	92 	
24 	3 	9 	24 	20 	91 	97 	22 	24 	44 	91 	0 	22 	20 	24 	94 	
1 	94 	9 	22 	3 	98 	97 	3 	23 	24 	8 	22 	0 	2 	23 	94 	
47 	21 	22 	9 	23 	24 	92 	23 	1 	24 	6 	20 	2 	0 	8 	22 	
3 	8 	22 	44 	1 	24 	22 	9 	21 	22 	22 	24 	23 	8 	0 	95 	
23 	23 	23 	95 	8 	22 	97 	93 	91 	91 	92 	94 	94 	22 	95 	0 	


