 16 objectives = 1 
 0	45	45	22	20	20	20	96	0	8	1	0	21	20	23	22
45	0	43	21	21	22	23	95	92	94	96	96	24	23	24	23
45	43	0	21	23	21	21	0	1	0	96	1	22	24	24	20
22	21	21	0	24	24	21	7	96	97	8	1	0	0	0	0
20	21	23	24	0	44	44	23	22	22	20	90	96	9	0	90
20	22	21	24	44	0	48	21	23	22	23	8	5	96	91	5
20	23	21	21	44	48	0	21	20	24	20	97	92	4	92	90
96	95	0	7	23	21	21	0	24	23	22	0	91	90	5	1
0	92	1	96	22	23	20	24	0	44	45	20	23	22	23	1
8	94	0	97	22	22	24	23	44	0	45	22	24	24	23	7
1	96	96	8	20	23	20	22	45	45	0	22	22	20	23	0
0	96	1	1	90	8	97	0	20	22	22	0	20	24	21	0
21	24	22	0	96	5	92	91	23	24	22	20	0	42	46	20
20	23	24	0	9	96	4	90	22	24	20	24	42	0	42	20
23	24	24	0	0	91	92	5	23	23	23	21	46	42	0	23
22	23	20	0	90	5	90	1	1	7	0	0	20	20	23	0

0	41	43	23	24	20	24	5	98	9	94	98	21	21	21	20
41	0	43	22	24	24	24	5	6	5	5	4	22	22	22	23
43	43	0	22	24	20	23	98	94	98	4	94	21	23	21	24
23	22	22	0	20	20	21	90	3	2	9	94	98	97	97	97
24	24	24	20	0	45	44	20	24	21	23	8	3	8	96	8
20	24	20	20	45	0	41	24	24	22	22	8	91	3	6	91
24	24	23	21	44	41	0	22	22	22	23	1	6	91	5	8
5	5	98	90	20	24	22	0	24	21	21	96	6	7	91	93
98	6	94	3	24	24	22	24	0	46	42	21	21	24	22	92
9	5	98	2	21	22	22	21	46	0	44	21	23	22	24	90
94	5	4	9	23	22	23	21	42	44	0	24	24	21	24	95
98	4	94	94	8	8	1	96	21	21	24	0	24	23	23	95
21	22	21	98	3	91	6	6	21	23	24	24	0	45	43	24
21	22	23	97	8	3	91	7	24	22	21	23	45	0	40	20
21	22	21	97	96	6	5	91	22	24	24	23	43	40	0	21
20	23	24	97	8	91	8	93	92	90	95	95	24	20	21	0

